,title,label
491,Fed may soothe market fears about coronavirus with steady rate policy,REAL
492,Apple: Impact of coronavirus on China business,REAL
493,"Stock market live updates: Dow down 400, biggest coronavirus losers, oil bear market",REAL
494,Wuhan coronavirus: China confirms more cases as death toll rises,REAL
495,"Italian yield sinks after Salvini election failure, German Bund yield down",REAL
496,Mortgage rates drop to 5-month low as coronavirus fears fuel bonds,REAL
497,Bath & Body Works could see soap sales surge as coronavirus spreads,REAL
498,"Coronavirus kills 106, infects 4,515 people, Chinese health authorities say",REAL
499,Op-ed: We need to prepare for US outbreak of Wuhan coronavirus,REAL
500,"5 things to know before the stock market opens January 27, 2020",REAL
501,Here's why the stock market may be overreacting to the coronavirus threat,REAL
502,UPDATE 9-Oil sinks to 3-month lows as coronavirus raises demand fears,REAL
503,"Coronavirus shuts restaurants in China, sending Luckin, Starbucks shares lower",REAL
504,Beyond Meat soars on Denny's deal as rest of market slides,"Beyond Meat shares finished out the day up 4.4% on Monday after it announced an expansion of its partnership with Denny's. The Denny's restaurant chain will expand a Los Angeles launch of the plant-based Beyond burgers to locations across the U.S. and Canada, the two companies announced Monday. Denny's rolled out Beyond burgers at its LA locations in October. Beyond's gains come amid a broader market drop as companies react to the coronavirus outbreak. All three major U.S. indexes fell more than 1% Monday. The latest news comes as Beyond Meat competes with its main rival, Impossible Foods, for sought-after partnerships with American fast-food chains. Since it went public in May of last year, Beyond Meat has announced partnerships with Subway, Del Taco, KFC, Dunkin' Brands and others. Beyond Meat has been a volatile stock since its public debut. Shares jumped 163% on the first day of trading, and its highest closing price of nearly $235 in July was more than $200 above its IPO price. The stock then came crashing back to earth. As the stock slumped from its peak, Beyond Meat announced a secondary offering and shares fell more than 10%. Then, as a lockup from the IPO expired at the end of October, allowing early investors and insiders to sell their shares, the stock fell back below $100 per share. — CNBC's Jesse Pound contributed to this report."
505,"GRAINS-Wheat slides 2%, soybeans below $9 as China virus fears grow",REAL
506,Wuhan coronavirus: Thousands of cases confirmed as China goes into emergency mode - CNN,FAKE
507,Coronavirus UK outbreak: Has coronavirus hit Britain? Latest Public Health England updates | Express.co.uk,FAKE
508,Coronavirus in China: Patient convulses on trolley in Wuhan hospital corridor - VIDEO | World | News | Express.co.uk,FAKE
509,Coronavirus outbreak: New hospital China is building in a WEEK takes shape - video | World | News | Express.co.uk,FAKE
510,Coronavirus: FCO update to help rescue Britons from outbreak centre | Travel News | Travel | Express.co.uk,FAKE
511,Coronavirus protection: How to protect yourself from deadly virus - do masks work? | Express.co.uk,FAKE
512,Oil Extends Plunge On Coronavirus Fears | OilPrice.com,REAL
513,Coronavirus LATEST: First case of deadly virus confirmed in Sri Lanka as death toll at 81 | World | News | Express.co.uk,FAKE
514,Coronavirus latest: Public Health England expert warns Coronavirus could ‘be in UK' | World | News | Express.co.uk,FAKE
515,Coronavirus warning: China officials confirm 5 million people left Wuhan ahead of lockdown | World | News | Express.co.uk,FAKE
516,Oil price CRISIS: Coronavirus sparks global panic as prices continue to reach record lows | World | News | Express.co.uk,FAKE
517,ZTE 5G gear lets China’s experts remotely diagnose Wuhan coronavirus,FAKE
518,Coronavirus warning: Travellers recently returning from Wuhan to UK told to 'self-isolate | UK | News | Express.co.uk,FAKE
519,Coronavirus: Passengers on flight to Italy from HK tested for deadly China virus | World | News | Express.co.uk,FAKE
520,Passengers watch on as man with ‘flu-like’ symptoms removed from flight | Travel News | Travel | Express.co.uk,FAKE
521,South China Sea crisis: How China is 'on the brink' of conflict with 'severe consequences' | World | News | Express.co.uk,FAKE
522,Coronavirus outbreak: China releases first pictures of disease as UK prepares to tackle co | World | News | Express.co.uk,FAKE
523,Coronavirus cure: How can the deadly virus be stopped? How does it spread? | Express.co.uk,FAKE
524,Coronavirus ‘likely’ to have reached UK as killer disease continues to spread | World | News | Express.co.uk,FAKE
525,Coronavirus PANIC: How Coronavirus is 'number one threat' to financial markets | City & Business | Finance | Express.co.uk,FAKE
526,Coronavirus: Cruise line put safety precautions in place amid virus epidemic | Cruise | Travel | Express.co.uk,FAKE
527,"Coronavirus: Cruises cancelled as virus spreads - Royal Caribbean, MSC and Costa Cruises | Cruise | Travel | Express.co.uk",FAKE
528,Coronavirus: Is coronavirus a pandemic? What are pandemic criteria? | Express.co.uk,FAKE
529,Coronavirus outbreak: UK evacuation plan STALLED as China accused of blocking rescue | UK | News | Express.co.uk,FAKE
530,Plague Inc. creator reminds us games have limits on what they can teach us,FAKE
531,Flights: Instagram shocked as plane passengers spotted in very intimate position in photo | Travel News | Travel | Express.co.uk,FAKE
532,"US briefing: remembering Kobe Bryant, Grammys and John Bolton's book | US news | The Guardian",FAKE
533,Sydney schools ask students returning from China to stay away amid coronavirus fears | World news | The Guardian,FAKE
534,Rail and sail: how to book the perfect holiday – without any flying | Travel | The Guardian,FAKE
535,The disease always gets a head start: how to handle an epidemic | Global development | The Guardian,FAKE
536,Global markets slide on back of coronavirus concerns in China | Business | The Guardian,FAKE
537,FedEx Pledges Transportation Support to Aid in Coronavirus Emergency,REAL
538,Interest in EMist Electrostatic Technology Spikes as Coronavirus Spreads Around the Globe,REAL
539,CF Energy Updates on the Effect of the Novel Coronavirus on Business,REAL
540,Meridian Bioscience Lyo-Ready 1-Step RT-qPCR Mix is Used in the Development of Molecular Diagnostics for New Coronavirus Outbreak,REAL
541,Coronavirus news: Killer disease likely to hit UK as medic braced for outbreak | UK | News | Express.co.uk,FAKE
542,"GeoVax and BravoVax (Wuhan, China) to Collaborate on Development of Coronavirus Vaccine",REAL
543,The coronavirus panic is turning the UK into a hostile environment for east Asians | Sam Phan | Opinion | The Guardian,FAKE
544,Coronavirus Sends Panic Through Oil Markets | OilPrice.com,REAL
545,Coronavirus: Briton savages UK Government for 'abandoning' citizens stranded in China | UK | News | Express.co.uk,FAKE
546,OPEC Considers Deeper Oil Cuts Amid Virus Market Meltdown | OilPrice.com,REAL
547,Coronavirus latest: China ‘BLOCKS’ rescue jets for British citizens | World | News | Express.co.uk,FAKE
548,Coronavirus latest: Can wearing a face mask protect you from catching coronavirus? | Express.co.uk,FAKE
549,Plague Inc. developer reminds players it is just a game amid coronavirus outbreak,FAKE
550,LexaGene’s Analyzer is Designed to Detect Pathogens such as the Novel Coronavirus to Help Avert a Pandemic,REAL
551,Coronavirus: How does China virus spread - Fears symptoms screening won’t stop epidemic | Science | News | Express.co.uk,FAKE
552,Coronavirus might put a wrench in Apple's iPhone production plans,FAKE
553,The coronavirus has sent a video game about wiping out humanity to #1,FAKE
554,Coronavirus fears hit UK as patient is hurried into ambulance by medic in hazmat suit | UK | News | Express.co.uk,FAKE
555,Wuhan Coronavirus: What Does R0 Mean? - The Atlantic,FAKE
556,China Coronavirus: How Misinformation Spreads on Twitter - The Atlantic,FAKE
557,"Facebook, Razer, and LG are restricting employee travel to China amid coronavirus outbreak",FAKE
558,"To contain disease outbreaks, health officials rely on people’s trust",FAKE
559,Apple is limiting China travel and has closed one retail store due to coronavirus outbreak,FAKE
560,United Airlines suspends some China flights after coronavirus outbreak,FAKE
561,iPhone maker Foxconn says coronavirus outbreak won’t affect production,FAKE
562,"Stocks making the biggest moves after hours: Apple, Starbucks, AMD and more",REAL
563,Coronavirus: Facebook staff told to avoid China travel - BBC News,FAKE
564,"Watch out for this extremely fake, weirdly racist viral post about coronavirus",FAKE
565,Analyst: Markets are too complacent over 'Lehman-type' coronavirus risks,REAL
566,Coronavirus vs. SARS: Health experts on the key differences,REAL
567,CEO: Coronavirus impact on oil prices not entirely comparable to SARS,REAL
568,"Coronavirus live updates: US raises travel warning to China, expands screenings",REAL
569,Ex-FDA chief worries China greatly underestimating coronavirus cases,REAL
570,CDC tells travelers to avoid China in expanded travel warning as coronavirus spreads,REAL
571,Trump administration expands screening for coronavirus to 20 US airports,REAL
572,"Market's best sector right now, and history says more gains coming",REAL
573,Starbucks (SBUX) earnings Q1 2020 beat estimates,REAL
574,"Dow rallies more than 180 points, rebounding from its worst day since October",REAL
575,Coronavirus: Health experts urge calm over virus,REAL
576,WRAPUP 2-U.S. business investment weak,"high@ (Adds consumer confidence data, analyst comments, updates markets) * Core capital goods orders fall 0.9% in December * Core capital goods shipments drop 0.4% * Durable goods orders increase 2.4% * Consumer confidence rises 3.4 points to 131.6 in January WASHINGTON, Jan 28 (Reuters) - New orders for key U.S.-made capital goods dropped by the most in eight months in December and shipments were weak, suggesting REAL investment contracted further in the fourth quarter and remained a drag on economic growth. For now, however, the longest economic expansion on record looks set to continue, with other data on Tuesday showing consumer confidence surged to a five-month high in January amid optimism over the labor market. That suggests consumer spending could stay fairly strong in the near term and blunt some of the hit on the economy from weak REAL investment. Business spending has remained weak even as the Federal Reserve cut interest rate cuts three times last year. Officials from the U.S. central bank started a two-day policy meeting on Tuesday. They are expected to reiterate the Fed's desire to keep rates unchanged at least through this year. Weak REAL investment and the resulting slump in manufacturing have been on the radar of Fed officials who have blamed trade tensions, especially the White House's 18-month trade war with China, and an uncertain global economic growth outlook for the malaise. Though tensions have eased with the signing this month of a ""Phase 1"" trade deal between Washington and Beijing, Boeing continues to loom over manufacturing. Boeing this month suspended production of its troubled 737 MAX jetliner, which was grounded last March following two fatal crashes. ""Manufacturing is clearly losing momentum as many of the most extreme tariffs on supply-chain inputs factories need to produce their final goods remain in place,"" said Chris Rupkey chief economist at MUFG in New York. ""When it comes to forecasting the economy in 2020, it's the consumer stupid."" The Commerce Department said orders for non-defense capital goods excluding aircraft, a closely watched proxy for REAL spending plans, fell 0.9% last month as demand for machinery, primary metals and electrical equipment, appliances and components declined. That was the largest decrease since April. Data for November was revised lower to show these so-called core capital goods orders edging up 0.1% instead of gaining 0.2% as previously reported. Economists polled by Reuters had forecast core capital goods would be unchanged in December. Core capital goods orders rose 0.8% in 2019. Shipments of core capital goods decreased 0.4% last month. Core capital goods shipments are used to calculate equipment spending in the government's gross domestic product measurement. They declined by an unrevised 0.3% in November. Business investment has contracted for two straight quarters and was likely stuck in the red in the fourth quarter. The latest data also suggest a recovery is unlikely soon. The Atlanta Fed is forecasting GDP to rise at a 1.9% annualized rate in the fourth quarter. The economy grew at a 2.1% rate in the July-September period. The government will publish its snapshot of fourth-quarter GDP on Thursday. In a separate report on Tuesday, the Conference Board said its consumer confidence index increased 3.4 points to a reading of 131.6 in January, the highest reading since August. Economists expected a temporary drop in consumer confidence in February because of the deadly coronavirus, which has killed more than 100 people in China, with cases reported in some countries including the United States, France and Japan. The survey's so-called labor market differential, derived from data on respondents' views on whether jobs are plentiful or hard to get, increased to 37.4 this month from 33.5 in December. That measure closely correlates to the unemployment rate in the Labor Department's employment report. Though the labor market remains strong, there are signs that momentum is slowing. Job growth cooled in December and vacancies recorded their biggest drop in more than four years in November. ""The good news is that a drop in confidence is unlikely by itself to cause a significant drop in consumer spending,"" said Ryan Sweet, a senior economist at Moody's Analytics in West Chester, Pennsylvania. The dollar firmed against a basket of currencies as concerns about the economic fallout from the coronavirus outbreak boosted demand for safe-haven currencies. Stocks on Wall Street were trading higher, while U.S. Treasury prices fell. MANUFACTURING SLUMP The U.S.-China trade war has hurt REAL confidence, undercutting capital expenditure and pushing manufacturing, which accounts for 11% of the economy, into recession. Boeing's biggest assembly-line halt in more than 20 years is expected to wreak havoc with the supply chain. The plane maker's largest supplier, Spirit AeroSystems Holdings, announced early this month that it planned to lay off more than 20% of the workforce at its Wichita, Kansas base. Economists estimate the production suspension could slice at least half a percentage point from first-quarter GDP growth. The hit to GDP growth would come from a smaller inventory build. Though airlines have continued to submit orders there have been no deliveries, leading to a rise in inventories at factories. In December, overall orders for durable goods, items ranging from toasters to aircraft that are meant to last three years or more, rebounded 2.4% after tumbling 3.1% in the prior month. They were boosted by a 7.6% surge in orders for transportation equipment, the largest increase since August 2018, which followed an 8.3% drop in November. Orders for defense aircraft and parts soared 168.3% last month, offsetting a 74.7% plunge in demand for civilian aircraft. Boeing reported on its website that it had received only three commercial aircraft orders in December, down from 63 in November. December is normally a strong month for aircraft orders. Motor vehicles and parts orders fell 0.9% in December. ""Business spending is set to remain weak in the coming quarters,"" said Sarah House, a senior economist at Wells Fargo Securities in Charlotte, North Carolina. (Reporting by Lucia Mutikani Editing by Paul Simao)"
577,"Stock market live updates: Dow up 220, Apple leads way, Amazon correction",REAL
578,UPDATE 5-Oil turns positive after five-day rout as OPEC might act,REAL
579,COLUMN-Fear of China virus outstrips crude oil supply outages: Russell,REAL
580,Barclays sees $2/bbl impact to oil prices as virus fears threaten demand,REAL
581,"UPDATE 1-India, Bangladesh eye evacuating citizens from China coronavirus epicenter",REAL
582,"UPDATE 2-India, Bangladesh consider evacuating citizens from China's Wuhan",REAL
583,UPDATE 1-Coronavirus infects Asia stocks with exposure to China,REAL
584,"Dow to bounce, coronavirus cases spike and Boeing secures financing",REAL
585,"US fast-tracks coronavirus vaccine, hopes to start trial in three months",REAL
586,White House tells airlines it may suspend all China-US flights amid coronavirus outbreak,REAL
587,"Tim Cook says Apple shuts one store in China, restricts travel due to coronavirus",REAL
588,UPDATE 1-European yields extend falls as investors assess coronavirus impact,REAL
589,Coronavirus: China travel restrictions will hit Asian economies,REAL
590,House Energy and Commerce chairman questions China on coronavirus,REAL
591,Man in Germany contracts coronavirus,REAL
592,"Stocks making big moves midday: 3M, Beyond Meat, Harley-Davidson, Apple","Check out the companies making headlines in midday trading. 3M — Shares of 3M fell 5.7% after the conglomerate missed Wall Street expectations on the top and bottom lines for its fourth-quarter results. 3M reported $1.95 in adjusted earnings per share and $8.111 billion in revenue. That was below analysts's expectations of $2.10 in earnings per share and $8.118 billion in revenue, according to Refinitiv. Organic sales declined on a local currency basis for the quarter, the company said. 3M also announced a new round of job cuts and, due to demand caused by the coronavirus outbreak, increased production of its respiratory masks. Beyond Meat — Shares of Beyond Meat fell 3.7% following a downgrade to neutral from overweight from JPMorgan. The firm said the alternative meat company is no longer fairly valued as investors have already priced in news about growing restaurant partnerships. JPMorgan said Beyond Meat's near 60% rally this year is reason to ""head for the sideline."" JPMorgan also lowered its price target to $134 per share from $138 per share. Harley-Davidson — Shares of the motorcycle company fell 3% after missing revenue estimates for its fourth quarter earnings. Harley-Davidson reported revenue of $874.1 million, falling short of estimates of $920.1 million, according to Refinitiv. The company also issued weaker-than-expected revenue guidance for the new year. Harley-Davidson expects to earn between $4.53 billion and $4.66 billion in revenue in 2020, while analysts forecast annual revenue of $4.65 billion. Las Vegas Sands, MGM Resorts, Carnival Cruise Lines, Norwegian Cruise Lines, Royal Caribbean — Several stocks that were hammered yesterday as coronavirus fears spread rebounded on Tuesday morning. Las Vegas Sands and MGM Resorts, which operate casinos in Macau, rose 1.8% and 2%, respectively. Cruise line stocks also recovered some of their losses, with Carnival Cruise Lines and Norwegian Cruise Lines up 2.7% and 1.5% and Royal Caribbean rising 3%. Apple — Apple shares climbed 2.8% ahead of the FAKE giant's earnings release later in the day. Analysts polled by Refinitiv expect Apple to report earnings of $4.55 per share on revenue of $88.5 billion. However, a report from the Nikkei Asian Review said a planned 10% boost to Apple's iPhone production could be hampered by ""massive uncertainties,"" including the coronavirus outbreak in China. United Technologies — Shares of the industrial company rose 1.2% after United Technologies beat analyst estimates on the top and bottom lines of its quarterly earnings. The company said sales rose 8% year-over-year. The stock has gained 33% over the last year. Pfizer — Shares of the pharma giant slid 5.1% after the company reported fourth quarter earnings. Revenue came in ahead of estimates, but an earnings-per-share miss sent the stock lower. The company said part of this was due to a loss of exclusivity for one of its key pain drugs. PulteGroup — Shares of the homebuilding company jumped 5.7% after beating on the top and bottom lines of its quarterly earnings. Pulte Group reported earnings per share of $1.14 on revenue of $3.017 billion. Analysts expected earnings per share of $1.09 on revenue of $2.979 billion, according to Refinitiv. Xerox — Shares of Xerox jumped 4.9% following its strong fourth quarter earnings. The printer company reported earnings per share of $1.33, topping estimates of $1.11 per share, according to Refinitiv. Revenue came in at $2.444 billion, higher than the $2.408 billion forecast on Wall Street. Whirlpool — Shares of the appliance company jumped 5.7% after topping Wall Street's expectations for its fourth quarter earnings. Whirlpool reported earnings per share of $4.91, topping estimates of $4.27 per share, according to Refinitiv. Polaris — Polaris stock rose 5.8% after the power sports vehicle company topped fourth-quarter earnings estimates and told analysts to expect better margins into 2020. The Medina, Minnesota-based company managed to eke out better ATV and snowmobile sales compared to what Wedbush analyst James Hardiman was anticipating. ""Overall, core retail trends in the fourth quarter, while slightly worse than we would have expected three months ago, were slightly better than we had feared,"" he wrote. — with reporting from CNBC's Jesse Pound, Pippa Stevens, Tom Franck and Fred Imbert."
593,"GLOBAL MARKETS-Stocks crumble as China virus toll mounts, safe havens in favor",REAL
594,Coronavirus in the US: how many people have it and how serious is the risk? | World news | The Guardian,FAKE
595,"The market sell-off could reach 10%, but most analysts expect much less because of Fed backstop",REAL
596,Watch: US health officials hold press conference on the coronavirus outbreak,REAL
597,UPDATE 2-Louis Vuitton owner LVMH's sales growth slows in fourth quarter,REAL
598,Philippines suspends visa upon arrival for Chinese amid coronavirus concerns,REAL
599,3M ramps up production of masks to meet coronavirus demand,REAL
600,United Airlines cuts some China flights as demand falls amid coronavirus,REAL
601,"5 things to know before the stock market opens January 28, 2020",REAL
602,"S&P 500 dominated by Apple, Microsoft, Alphabet, Amazon, Facebook",REAL
603,Coronavirus fallout could spark a global recession: Stephen Roach,REAL
604,Hong Kong stocks drop on return from holiday amid coronavirus concerns,REAL
605,Facebook restricts employee travel to China as coronavirus spreads,REAL
606,UPDATE 2-European yields bounce off three-month lows after U.S. consumer confidence data,REAL
607,World Health Organization to send delegation to China to help combat coronavirus outbreak,REAL
608,Apple reports record profits amid concerns over economic impact of coronavirus | Technology | The Guardian,FAKE
609,"Coronavirus Preparedness Summit to Be Held in Washington, DC, June 17-19",REAL
610,Coronavirus: China mask producers work overtime to meet demand | World news | The Guardian,FAKE
611,"Facebook, Ford among firms banning China travel after outbreak - CNN",FAKE
612,Starbucks has closed more than half of its Chinese stores because of coronavirus - CNN,FAKE
613,Coronavirus will test the Trump administration's ability to handle a crisis  - CNNPolitics,FAKE
614,Wuhan coronavirus: Death toll tops 100 as infection rate accelerates - CNN,FAKE
615,"There's been a run of surgical masks in the US because of the coronavirus scare. You don't need them, physicians say - CNN",FAKE
616,Iceland volcano: Will Mt Thorbjorn erupt? Cause for concern detected at Reykjanes | Science | News | Express.co.uk,FAKE
617,Coronavirus alert UK: Has China virus reached Birmingham? Which countries are affected? | Express.co.uk,FAKE
618,Coronavirus latest: 70 passengers refuse to board plane with Wuhan residents over virus | World | News | Express.co.uk,FAKE
619,Coronavirus: Global pandemic inevitable - infected to hit 6 figures next week warns expert | World | News | Express.co.uk,FAKE
620,Coronavirus latest: Is the UK prepared for an outbreak in new diseases?  | UK | News | Express.co.uk,FAKE
621,Coronavirus news: First documented case of deadly virus confirmed in Germany | World | News | Express.co.uk,FAKE
622,Coronavirus UK update: What is UK Foreign Office's China travel warning - Latest advice | Travel News | Travel | Express.co.uk,FAKE
623,Coronavirus outbreak: FOUR cases confirmed in Germany - 40 more people being tested | World | News | Express.co.uk,FAKE
624,Coronavirus crisis: Hong Kong sealed off from China as deadly virus spreads | World | News | Express.co.uk,FAKE
625,American evacuees from Wuhan to be voluntarily quarantined - CNN,FAKE
626,Pound US dollar exchange rate sinks on rising Bank of England rate cut fears | City & Business | Finance | Express.co.uk,FAKE
627,Coronavirus: Wuhan has deadly pathogen lab linked to Chinese scientist under investigation | World | News | Express.co.uk,FAKE
628,Coronavirus: Chilling video shows extent of China virus outbreak in lockdown town of Wuhan | World | News | Express.co.uk,FAKE
629,Coronavirus MAPPED: These are the 11 countries infected - ‘critical’ NHS is ready | Express.co.uk,FAKE
630,Coronavirus news: Infections could reach hundreds of thousands in 2 weeks | Science | News | Express.co.uk,FAKE
631,Coronavirus crisis: ‘Global pandemic’ fears as scientists warn vaccine could take a YEAR | World | News | Express.co.uk,FAKE
632,Coronavirus: Australian schools impose emergency measures on returning Chinese students | World | News | Express.co.uk,FAKE
633,Coronavirus latest: Latest World Health Organisation and PHE advice as disease spreads | Express.co.uk,FAKE
634,Taal volcano update: Magma moving as 92 earthquakes hit Philippines volcano overnight | Science | News | Express.co.uk,FAKE
635,Fox News: American doctor slams China’s 'reckless' coronavirus behaviour – VIDEO | World | News | Express.co.uk,FAKE
636,Fuel: China coronavirus outbreak will see reduction in petrol and diesel prices across UK  | Express.co.uk,FAKE
637,Coronavirus travel warning: FCO warns Britons not to travel to mainland China amid crisis | Travel News | Travel | Express.co.uk,FAKE
638,Coronavirus: Are bats spreading the China virus - What are coronavirus symptoms? | Science | News | Express.co.uk,FAKE
639,Coronavirus news: Deadly virus death toll rise to 106 as cases of disease in China soar | World | News | Express.co.uk,FAKE
640,"Parkinson’s disease symptoms: Insomnia, daytime sleepiness and REM disorder | Express.co.uk",FAKE
641,Tsunami warning: Earthquake in Jamaica sparks tsunami fears for Caribbean coast | Travel News | Travel | Express.co.uk,FAKE
642,Canada's Chinese community faces racist abuse in wake of coronavirus | World news | The Guardian,FAKE
643,These  American brands have the biggest exposure to China's economy - CNN,FAKE
644,US State Department charter flight departs China amid coronavirus outbreak - CNN,FAKE
645,Global firms halt China travel as coronavirus spooks markets | Business | The Guardian,FAKE
646,Boris Johnson gets final warning with Huawei 5G verdict imminent | Technology | The Guardian,FAKE
647,Germany confirms first human coronavirus transmission in Europe | World news | The Guardian,FAKE
648,Coronavirus: NSW government asks students returning from China to stay home from school | World news | The Guardian,FAKE
649,"US briefing: Trump's defence, Middle East peace and Kobe Bryant | US news | The Guardian",FAKE
650,The Impact of the Coronavirus on Global Economy,REAL
651,Co-Diagnostics Inc CEO Discusses Novel Coronavirus with CNBC Squawk Box Asia,REAL
652,Clover Initiates Development of Recombinant Subunit-Trimer Vaccine for Wuhan Coronavirus (2019-nCoV),REAL
653,Kraig Biocraft Laboratories announces Commercial Production Update,REAL
654,Coronavirus: British Airways & Virgin Atlantic emergency flight amendments on China routes | Travel News | Travel | Express.co.uk,FAKE
655,AHF Urges WHO to Immediately Declare Novel Coronavirus an International Health Emergency,REAL
656,IDT Offers Preferred Pricing and Early Access to Complete Portfolio of Coronavirus Research Tools,REAL
657,Wolters Kluwer Provides Easier Access to Latest Coronavirus Resources & Tools for Front-Line Clinicians and Medical Researchers,REAL
658,Strategy Analytics: Huawei & Samsung Capture 73 Percent Share of Global 5G Smartphone Shipments in 2019,REAL
659,United Airlines suspends some flights between US and China as coronavirus spreads - CNN,FAKE
660,AbCellera Is Mobilizing a Response to the Novel Coronavirus Outbreak as Part of Its DARPA P3 Program,REAL
661,Apple: Coronavirus concerns offset record Q1 iPhone and wearable sales,FAKE
662,Breakingviews - Virus lockdown hands LVMH tricky start to 2020 - Reuters,REAL
663,3M forecasts 2020 profit below estimates on weak China demand - Reuters,REAL
664,Four co-workers in Germany contract coronavirus after Chinese colleague visits - Reuters,REAL
665,Man in Germany contracts coronavirus in one of first cases of transmission outside China - Reuters,REAL
666,"Hong Kong suspends some rail, ferry links with China mainland to curb virus spread - Reuters",REAL
667,"UPDATE 2-Hong Kong suspends some rail, ferry links with China mainland to curb virus spread - Reuters",REAL
668,Finland's Kone talks up potential of Thyssenkrupp combination - Reuters,REAL
669,U.S. considering China travel curb options amid virus outbreak: health officials - Reuters,REAL
670,Confusion and lost time: how testing woes slowed China's coronavirus response - Reuters,REAL
671,Wuhan people keep out: Chinese villages shun outsiders as virus spreads - Reuters,REAL
672,Freeport CEO 'looking forward' to deals once expansion projects done - Reuters,REAL
673,Apple posts record quarter as iPhone sales make a comeback - CNN,FAKE
674,US airlines offer change fee waivers in light of coronavirus outbreak - CNN,FAKE
675,Leronlimab Under Evaluation for Potential Treatment of Coronavirus,REAL
676,"UPDATE 1-Apple iPhone sales return to growth, pushing profits above expectations",REAL
677,CDC expands health screenings for coronavirus to 20 airports,FAKE
678,UPDATE 5-Apple's iPhone back to growth as company braces for coronavirus impact,REAL
679,UPDATE 3-Apple iPhone back to growth after a year's slump,REAL
680,OPEC Wants To Extend Oil Production Cuts Until June | OilPrice.com,REAL
681,5 Niche Energy ETFs You’ve (Probably) Never Heard Of | OilPrice.com,REAL
682,Barclays Sees Lower Oil Prices In 2020 As Coronavirus Spreads | OilPrice.com,REAL
683,Oil Prices Rise On Surprise Crude Draw | OilPrice.com,REAL
684,Traders Increase Short Interest In Big Oil Stocks | OilPrice.com,REAL
685,OPEC+ Halts Slide In Oil Prices | OilPrice.com,REAL
686,Daily briefing: Biotech magnate funds free drugs for ultra-rare diseases,REAL
687,UPDATE 1-US Treasury curve inverts as virus outbreak fans growth fears,REAL
688,"FOREX-Yuan steadies, sentiment still fragile as markets eye China virus, wait for Fed",REAL
689,FOREX-Euro falls to 33-month lows vs franc on China virus fears,REAL
690,FOREX-Safe-haven demand cools as virus fears wane,"(New throughout) NEW YORK, Jan 28 (Reuters) - The Japanese yen and Swiss franc eased off earlier highs as fears about the economic fallout from the coronavirus outbreak in China waned, though the dollar index held near two-month highs. Global markets had stabilized somewhat after a risk sell-off which ran from Monday through Tuesday morning. The Japanese yen was last 0.22% weaker at 109.13 per dollar, having hit a 2-1/2-week high on Monday. The Swiss franc was 0.36% weaker against the dollar, last at 0.973. Earlier Tuesday the Swissie had strengthened to 1.067 francs per euro, its highest since April 2017. ""If there's anything driving things, it seems just to be the fading of concerns around the coronavirus. This is based on more reports that the Chinese are clamping down,"" said Thierry Wizman, global interest rates and currencies strategist at Macquarie Group. President Xi Jinping said on Tuesday that China was sure of defeating the ""devil"" coronavirus, which has killed 106 people. Yet despite his confidence, international alarm has risen: From France to Japan governments organized evacuations, while Hong Kong planned to suspend rail and ferry links with the mainland. Global stock markets and oil prices have tumbled in recent days on fears the virus could further damage China's already weakened economy. That also briefly inverted the three-month, 10-year U.S. Treasury yield curve, considered a fairly reliable recession predictor. By Tuesday afternoon, however, U.S. stocks and Treasuries yields had turned around and the offshore yuan saw some relief. The Chinese currency firmed 0.24% versus the dollar , rising off three-week lows. The dollar index, another safe-haven asset, was slightly off the two-month high hit earlier in the day, but remained in demand on Tuesday afternoon. It was last trading up 0.4% on the day at 97.995. ""With much of Asia closed, I think maybe foreigners are feeling like the only way they can get exposure to global stock markets in view of the better news on the virus is simply to buy the U.S. market because China is closed, Hong Kong is closed. Maybe that's why the dollar is stronger. If that's the case, then that would reverse at the time that the other markets open up again for trading,"" said Wizman. The Federal Reserve began a two-day policy meeting on Tuesday, at which it is largely expected to reiterate that interest rates will remain on hold this year. (Reporting by Kate Duguid and Saikat Chatterjee; editing by Jonathan Oatis)"
691,German auto supplier Webasto says two employees infected with coronavirus,REAL
692,Treasury yields rise after stronger-than-expected consumer sentiment,REAL
693,Wall Street analysts predict for Apple earnings,REAL
694,ExxonMobil Stock Hits Decade Low | OilPrice.com,REAL
695,UPDATE 1-Blink and you miss it: The U.S. yield curve inverts again,REAL
